ID,PurchaseOrder,PurchaseOrderItem,Material,PurchaseOrderItemText,MaterialGroup,Plant,CompanyCode,OrderQuantity,PurchaseOrderQuantityUnit,NetPriceAmount,DocumentCurrency,DeliveryDate,_PurchaseOrder_ID,createdAt,createdBy,modifiedAt,modifiedBy
6e8e69c4-bf24-487f-b8e0-99b2931e3fb1,1100000052,00020,200000000,Nguyên vật liệu 1,C001,1000,1000,10.0,KG,20.0,SGD,2026-01-01,0e69d109-bd39-4381-9893-9e8f85b82cf3,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
fee487cf-4545-45d9-909b-3cfb6951bb95,1100000092,00010,500000122,Thuốc AZ,C003,1000,1000,1000,BT,90000,VND,2025-12-27,d0a246b9-5358-4bab-a913-f041ce71f306,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
a3562bc1-6595-49c2-af77-36d962ea1c6b,1100000092,00020,200000000,NVL1,C001,1000,1000,1.0,KG,12.0,VND,2025-12-27,d0a246b9-5358-4bab-a913-f041ce71f306,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
46eb02a2-84d1-4940-b4bc-6f273a6ea557,1100000058,00010,500000063,BIOLINE™ HBSAG (30T),C003,1000,1000,5,BOX,15000,VND,2025-12-25,748a009a-bc03-4bf6-a968-ef39ced1a6d9,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
3e07b385-3d3d-4c00-971e-0eeb0fe43d6a,1100000058,00020,200000000,Nguyên vật liệu 1,C001,1000,1000,2000.0,KG,100.0,VND,2025-12-25,748a009a-bc03-4bf6-a968-ef39ced1a6d9,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
8e264633-c79e-47b5-81e6-e62a5d8b3ff5,1100000000,00010,200000000,Nguyên vật liệu 2,C001,1000,1000,2000.0,KG,100.0,VND,2025-12-29,06424c5b-c403-469d-931c-ef9ac3c8bc5c,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
6631d6da-38ec-43ea-9b77-20fb292852fc,1100000000,00020,500000053,Multichem S Plus,C003,1000,1000,10.0,MG,234242,VND,2025-12-29,06424c5b-c403-469d-931c-ef9ac3c8bc5c,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
86099aaa-7ed1-4aea-b92c-2b833a99afa8,1100000072,00010,71,Hàng tạm nhập tái xuất,L001,1000,1000,1,EA,0.0,VND,2026-01-25,0aebe6cd-2162-408f-bb7d-ab8654a79785,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
7d376c8e-f73a-4b53-b4f4-21e29c1ed8af,1100000072,00020,,DỊCH VỤ,C003,1000,1000,10,BAG,500.0,VND,2026-01-25,0aebe6cd-2162-408f-bb7d-ab8654a79785,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
2677a900-8777-46b3-8790-ff0569753a06,1100000033,00010,500000030,Lucentis soln for inj 10 mg/mL,C003,1000,1000,100.0,MG,45000,VND,2026-02-07,a2264dfb-f67c-4cb7-84ee-2de345524334,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
7b1fe83b-dc0c-4ada-8258-dbf0d5c04558,1100000033,00020,,Phần mềm quản lý,YBFA10,1000,1000,1,EA,213499992,VND,2026-02-07,a2264dfb-f67c-4cb7-84ee-2de345524334,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
d801a2ef-1911-498e-9dfa-4d041ab7319c,1100000035,00010,500000051,Lucentis soln for inj 30 mg/mL,C003,1000,1000,100.0,MG,250045,SGD,2026-03-13,50dd7d29-0ae2-4a3a-8fb4-5820fb3cd681,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
d2462f4a-e809-47f9-a851-f8072e3d024f,1100000035,00020,500000122,Thuốc AZ,C003,1000,1000,1000,BT,90000,SGD,2026-03-13,50dd7d29-0ae2-4a3a-8fb4-5820fb3cd681,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
a2712ec4-976d-4701-8c1d-65e9305a2624,1100000074,00010,500000030,Máy tính Laptop,C003,1000,1000,100.0,MG,2.52,SGD,2026-01-02,51a824f0-f3ca-4484-ad7d-9b3d9fcaf69a,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
5d4fc811-50ad-4335-84a8-eaca6050a0b1,1100000074,00020,500000063,CKDeloseta 150mg,C003,1000,1000,2,BOX,5.0,SGD,2026-01-02,51a824f0-f3ca-4484-ad7d-9b3d9fcaf69a,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
74e2b0aa-e2db-4921-a21c-9f5f5dfc8fa7,1100000008,00010,200000000,Nguyên vật liệu 1,C001,1000,1000,10.0,KG,200.0,SGD,2026-02-07,b804016c-4108-419f-b87c-3d5f9af41b29,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
011e8661-b349-47bc-9c78-3dcefaf016e5,1100000008,00020,500000063,BIOLINE™ HBSAG (30T),C003,1000,1000,100,BOX,0.78,SGD,2026-02-07,b804016c-4108-419f-b87c-3d5f9af41b29,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
d6ffed8a-e26e-4525-8c36-60cff9c76e06,1100000091,00010,500000063,CKDeloseta 150mg,C003,1000,1000,6,BOX,1500000,VND,2026-01-03,76d976f3-4065-4400-8b11-10b190209e28,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
e439b093-dd77-49ed-bcca-0e00fda535cd,1100000091,00020,500000063,CKDeloseta 150mg,C003,1000,1000,11,BOX,0.84,VND,2026-01-03,76d976f3-4065-4400-8b11-10b190209e28,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
f074d925-7b79-4fa7-bc8f-94f369cb7737,1100000080,00010,54,Waiting Charge,P001,1000,1000,1.0,AU,800000,SGD,2026-01-04,402adf11-4463-4dda-ae24-1ef2182ea590,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
cc67b9ab-629d-47ff-a0b0-909195fc968d,1100000080,00020,500000063,CKDeloseta 150mg,C003,1000,1000,11,BOX,0.84,SGD,2026-01-04,402adf11-4463-4dda-ae24-1ef2182ea590,2025-12-16,huan.dinh@citek.vn,2025-12-16,huan.dinh@citek.vn
